# iterations	 errorinentropy	 maxerror
7.622e+09	1.525	7.229
7.681e+09	1.516	7.18
7.734e+09	1.509	7.145
7.792e+09	1.502	7.106
7.846e+09	1.477	7.017
7.903e+09	1.475	6.993
7.963e+09	1.469	6.959
8.021e+09	1.464	6.928
8.08e+09	1.451	6.874
8.14e+09	1.444	6.835
8.199e+09	1.434	6.758
8.258e+09	1.403	6.613
8.315e+09	1.393	6.551
8.373e+09	1.38	6.478
8.427e+09	1.37	6.427
8.483e+09	1.363	6.393
8.539e+09	1.355	6.356
8.598e+09	1.348	6.318
8.656e+09	1.342	6.284
8.718e+09	1.333	6.242
8.778e+09	1.326	6.208
8.84e+09	1.317	6.163
8.901e+09	1.311	6.132
8.962e+09	1.307	6.107
9.022e+09	1.303	6.085
9.083e+09	1.3	6.064
9.147e+09	1.294	6.03
9.21e+09	1.265	5.929
9.273e+09	1.259	5.898
9.335e+09	1.25	5.858
9.395e+09	1.246	5.834
9.46e+09	1.241	5.809
9.524e+09	1.236	5.777
9.589e+09	1.227	5.74
9.654e+09	1.218	5.701
9.718e+09	1.216	5.684
9.785e+09	1.208	5.65
9.846e+09	1.203	5.627
9.912e+09	1.196	5.596
9.979e+09	1.19	5.565
1.004e+10	1.179	5.524
1.011e+10	1.173	5.494
1.018e+10	1.168	5.468
1.024e+10	1.16	5.435
1.031e+10	1.157	5.412
1.038e+10	1.15	5.378
1.044e+10	1.145	5.355
1.051e+10	1.129	5.288
1.057e+10	1.123	5.26
1.064e+10	1.121	5.245
1.071e+10	1.116	5.222
1.078e+10	1.11	5.194
1.085e+10	1.107	5.174
1.092e+10	1.1	5.146
1.098e+10	1.096	5.122
1.105e+10	1.092	5.1
1.112e+10	1.086	5.071
1.119e+10	1.082	5.041
1.126e+10	1.074	4.983
1.133e+10	1.067	4.936
1.14e+10	1.062	4.902
1.147e+10	1.049	4.847
1.153e+10	1.043	4.818
1.16e+10	1.037	4.785
1.167e+10	1.033	4.766
1.175e+10	1.027	4.735
1.181e+10	1.02	4.704
1.188e+10	1.015	4.678
1.196e+10	1.011	4.658
1.203e+10	1.007	4.636
1.21e+10	1.003	4.616
1.217e+10	0.9966	4.588
1.224e+10	0.9939	4.572
1.232e+10	0.9877	4.546
1.239e+10	0.9842	4.527
1.246e+10	0.9824	4.515
1.254e+10	0.9698	4.47
1.261e+10	0.9665	4.453
1.268e+10	0.9646	4.441
1.276e+10	0.961	4.421
1.283e+10	0.9536	4.392
1.291e+10	0.9307	4.304
1.298e+10	0.9273	4.286
1.305e+10	0.9251	4.273
1.313e+10	0.9183	4.247
1.32e+10	0.9171	4.236
1.328e+10	0.9122	4.212
1.336e+10	0.909	4.197
1.343e+10	0.9051	4.175
1.351e+10	0.8931	4.13
1.359e+10	0.8866	4.104
1.367e+10	0.884	4.088
1.375e+10	0.8788	4.064
1.383e+10	0.8727	4.038
1.39e+10	0.8654	4.011
1.398e+10	0.8618	3.994
1.406e+10	0.8554	3.969
1.414e+10	0.8517	3.952
1.422e+10	0.8501	3.94
1.43e+10	0.8471	3.925
1.438e+10	0.8424	3.906
1.446e+10	0.8401	3.891
1.455e+10	0.8388	3.881
1.463e+10	0.8344	3.86
1.471e+10	0.8316	3.844
1.479e+10	0.8293	3.83
1.487e+10	0.8249	3.81
1.495e+10	0.8231	3.798
1.504e+10	0.8189	3.78
1.512e+10	0.8158	3.763
1.52e+10	0.8082	3.734
1.528e+10	0.8064	3.723
1.537e+10	0.8042	3.711
1.545e+10	0.8022	3.697
1.554e+10	0.7983	3.68
1.562e+10	0.7968	3.671
1.57e+10	0.7938	3.657
1.579e+10	0.7897	3.628
1.587e+10	0.7859	3.603
1.595e+10	0.7807	3.573
1.604e+10	0.7725	3.54
1.612e+10	0.7694	3.521
1.62e+10	0.7655	3.5
1.629e+10	0.7615	3.48
1.637e+10	0.7547	3.454
1.646e+10	0.7512	3.434
1.654e+10	0.7464	3.411
1.662e+10	0.7443	3.399
1.671e+10	0.7416	3.384
1.68e+10	0.7383	3.368
1.688e+10	0.7318	3.345
1.697e+10	0.7298	3.334
1.706e+10	0.7271	3.319
1.714e+10	0.7242	3.306
1.723e+10	0.7221	3.294
1.732e+10	0.7197	3.282
1.741e+10	0.7145	3.263
1.75e+10	0.7095	3.246
1.758e+10	0.7088	3.238
1.767e+10	0.7056	3.224
1.776e+10	0.7032	3.211
1.785e+10	0.7011	3.199
1.794e+10	0.699	3.187
1.802e+10	0.694	3.171
1.811e+10	0.6903	3.155
1.82e+10	0.6881	3.143
1.829e+10	0.6848	3.128
1.838e+10	0.6823	3.115
1.847e+10	0.6794	3.102
1.856e+10	0.677	3.089
1.865e+10	0.6701	3.064
1.875e+10	0.6692	3.057
1.884e+10	0.6658	3.041
1.892e+10	0.6637	3.03
1.901e+10	0.6623	3.022
1.91e+10	0.6605	3.014
1.919e+10	0.658	3.003
1.928e+10	0.6577	2.998
1.937e+10	0.6569	2.991
1.947e+10	0.654	2.978
1.956e+10	0.6527	2.968
1.966e+10	0.6513	2.959
1.975e+10	0.6488	2.947
1.984e+10	0.6473	2.939
1.994e+10	0.6464	2.933
2.004e+10	0.6436	2.921
2.013e+10	0.6399	2.905
2.023e+10	0.6368	2.892
2.032e+10	0.6352	2.884
2.041e+10	0.6312	2.869
2.051e+10	0.6301	2.861
2.061e+10	0.6277	2.849
2.07e+10	0.6267	2.842
2.08e+10	0.6264	2.837
2.09e+10	0.6258	2.831
2.1e+10	0.6239	2.821
2.11e+10	0.6218	2.81
2.119e+10	0.6209	2.803
2.129e+10	0.6196	2.796
2.139e+10	0.6185	2.788
2.149e+10	0.6162	2.776
2.158e+10	0.6153	2.77
2.168e+10	0.614	2.762
2.178e+10	0.6122	2.755
2.189e+10	0.6109	2.747
2.199e+10	0.6096	2.74
2.209e+10	0.607	2.729
2.219e+10	0.6043	2.717
2.228e+10	0.6031	2.711
2.239e+10	0.6008	2.699
2.248e+10	0.5956	2.681
2.258e+10	0.5942	2.671
2.268e+10	0.5926	2.66
2.279e+10	0.5905	2.647
2.289e+10	0.5879	2.633
2.299e+10	0.5867	2.624
2.309e+10	0.5846	2.613
2.319e+10	0.5819	2.601
2.329e+10	0.5774	2.585
2.339e+10	0.5765	2.578
2.349e+10	0.5748	2.568
2.359e+10	0.5726	2.558
2.369e+10	0.5712	2.549
2.38e+10	0.5696	2.541
2.39e+10	0.5669	2.528
2.4e+10	0.5645	2.517
2.41e+10	0.5635	2.511
2.421e+10	0.5614	2.5
2.431e+10	0.56	2.492
2.441e+10	0.5582	2.482
2.451e+10	0.5567	2.475
2.461e+10	0.5545	2.464
2.471e+10	0.5522	2.453
2.482e+10	0.5507	2.445
2.492e+10	0.5494	2.439
2.503e+10	0.545	2.423
2.513e+10	0.5437	2.415
2.524e+10	0.5415	2.405
2.534e+10	0.5316	2.371
2.545e+10	0.5295	2.361
2.555e+10	0.5269	2.35
2.566e+10	0.5251	2.342
2.577e+10	0.5235	2.335
2.587e+10	0.5204	2.322
2.598e+10	0.5201	2.319
2.609e+10	0.5191	2.314
2.62e+10	0.5176	2.306
2.631e+10	0.5165	2.3
2.641e+10	0.515	2.292
2.652e+10	0.5139	2.287
2.663e+10	0.5108	2.275
2.674e+10	0.5098	2.269
2.685e+10	0.5088	2.263
2.696e+10	0.5056	2.251
2.707e+10	0.5043	2.244
2.718e+10	0.5044	2.242
2.729e+10	0.5037	2.237
2.74e+10	0.5018	2.228
2.751e+10	0.5003	2.221
2.763e+10	0.499	2.214
2.774e+10	0.4945	2.199
2.785e+10	0.4931	2.193
2.796e+10	0.4867	2.17
2.807e+10	0.4838	2.16
2.818e+10	0.4834	2.157
2.83e+10	0.4696	2.108
2.841e+10	0.4683	2.101
2.852e+10	0.4666	2.093
2.863e+10	0.4657	2.088
2.875e+10	0.463	2.078
2.886e+10	0.4622	2.073
2.898e+10	0.4602	2.066
2.909e+10	0.4602	2.063
2.921e+10	0.4599	2.061
2.932e+10	0.4585	2.055
2.944e+10	0.4577	2.05
2.956e+10	0.457	2.044
2.967e+10	0.4559	2.039
2.979e+10	0.4555	2.036
2.99e+10	0.4547	2.032
3.002e+10	0.4544	2.028
3.014e+10	0.4536	2.023
3.025e+10	0.453	2.019
3.037e+10	0.4468	1.998
3.049e+10	0.4441	1.989
3.061e+10	0.4433	1.985
3.073e+10	0.4412	1.977
3.084e+10	0.4401	1.971
3.096e+10	0.4387	1.966
3.108e+10	0.438	1.961
3.12e+10	0.4352	1.951
3.132e+10	0.4337	1.944
3.144e+10	0.4336	1.941
3.156e+10	0.432	1.934
3.168e+10	0.4283	1.923
3.18e+10	0.4259	1.913
3.191e+10	0.4242	1.906
3.203e+10	0.424	1.903
3.215e+10	0.4219	1.895
3.227e+10	0.4212	1.889
3.239e+10	0.4169	1.874
3.251e+10	0.4155	1.867
3.263e+10	0.4153	1.866
3.275e+10	0.4141	1.859
3.288e+10	0.4052	1.825
3.3e+10	0.4038	1.818
3.312e+10	0.4026	1.812
3.324e+10	0.4023	1.808
3.336e+10	0.4014	1.802
3.349e+10	0.4003	1.797
3.361e+10	0.3989	1.789
3.373e+10	0.3981	1.784
3.385e+10	0.3972	1.779
3.398e+10	0.396	1.773
3.41e+10	0.3954	1.768
3.422e+10	0.3948	1.764
3.434e+10	0.3934	1.758
3.447e+10	0.3919	1.751
3.459e+10	0.3917	1.747
3.472e+10	0.3908	1.742
3.484e+10	0.3892	1.735
3.497e+10	0.3888	1.731
3.509e+10	0.3874	1.724
3.521e+10	0.3846	1.709
3.534e+10	0.384	1.704
3.546e+10	0.3832	1.7
3.559e+10	0.3805	1.69
3.571e+10	0.3774	1.679
3.584e+10	0.3765	1.674
3.596e+10	0.375	1.668
3.609e+10	0.3744	1.665
3.621e+10	0.3739	1.661
3.634e+10	0.3724	1.655
3.647e+10	0.3713	1.65
3.66e+10	0.3703	1.645
3.672e+10	0.3696	1.641
3.685e+10	0.3681	1.634
3.698e+10	0.366	1.626
3.711e+10	0.3655	1.624
3.723e+10	0.3636	1.617
3.736e+10	0.3635	1.616
3.749e+10	0.3628	1.612
3.762e+10	0.3619	1.608
3.775e+10	0.3603	1.601
3.788e+10	0.3589	1.597
3.801e+10	0.3585	1.593
3.814e+10	0.3574	1.587
3.827e+10	0.3574	1.586
3.841e+10	0.3577	1.585
3.854e+10	0.3567	1.58
3.867e+10	0.3538	1.57
3.88e+10	0.3526	1.565
3.893e+10	0.352	1.563
3.907e+10	0.3521	1.56
3.92e+10	0.3514	1.557
3.933e+10	0.351	1.554
3.946e+10	0.3497	1.549
3.959e+10	0.3491	1.546
3.972e+10	0.3487	1.543
3.985e+10	0.3489	1.543
3.999e+10	0.3478	1.538
4.012e+10	0.3465	1.532
4.026e+10	0.3417	1.516
4.039e+10	0.3411	1.513
4.052e+10	0.3394	1.506
4.065e+10	0.3384	1.502
4.079e+10	0.3379	1.498
4.092e+10	0.3377	1.496
4.105e+10	0.3376	1.495
4.119e+10	0.3371	1.491
4.132e+10	0.3347	1.483
4.145e+10	0.3333	1.478
4.159e+10	0.333	1.475
4.172e+10	0.3329	1.473
4.186e+10	0.3325	1.471
4.199e+10	0.3322	1.469
4.213e+10	0.3301	1.461
4.226e+10	0.3294	1.457
4.239e+10	0.3292	1.455
4.253e+10	0.3279	1.451
4.266e+10	0.3273	1.446
4.279e+10	0.327	1.444
4.293e+10	0.3256	1.439
4.306e+10	0.325	1.435
4.32e+10	0.3246	1.432
4.333e+10	0.3226	1.425
4.347e+10	0.3209	1.419
4.36e+10	0.3206	1.417
4.374e+10	0.3202	1.414
4.387e+10	0.3183	1.407
4.401e+10	0.318	1.405
4.414e+10	0.3179	1.404
4.427e+10	0.3175	1.403
4.441e+10	0.3157	1.396
4.454e+10	0.3152	1.393
4.468e+10	0.3009	1.341
4.481e+10	0.2993	1.336
4.495e+10	0.2995	1.335
4.509e+10	0.299	1.333
4.523e+10	0.2986	1.331
4.536e+10	0.2983	1.329
4.55e+10	0.2968	1.324
4.563e+10	0.2962	1.32
4.576e+10	0.2954	1.317
4.59e+10	0.2935	1.31
4.603e+10	0.29	1.299
4.617e+10	0.2827	1.273
4.63e+10	0.2828	1.273
4.644e+10	0.282	1.27
4.658e+10	0.2797	1.262
4.671e+10	0.2794	1.26
4.685e+10	0.277	1.253
4.698e+10	0.2754	1.246
4.711e+10	0.2754	1.245
4.725e+10	0.2747	1.242
4.738e+10	0.2742	1.239
4.752e+10	0.2734	1.236
4.765e+10	0.2733	1.234
4.779e+10	0.273	1.231
4.792e+10	0.2723	1.229
4.806e+10	0.271	1.224
4.819e+10	0.2701	1.219
4.833e+10	0.2693	1.216
4.846e+10	0.2689	1.212
4.859e+10	0.2682	1.209
4.873e+10	0.2675	1.205
4.886e+10	0.2676	1.205
4.9e+10	0.2647	1.195
4.913e+10	0.2642	1.191
4.926e+10	0.2632	1.187
4.94e+10	0.2627	1.184
4.953e+10	0.2624	1.181
4.966e+10	0.2623	1.18
4.979e+10	0.2623	1.178
4.993e+10	0.2622	1.177
5.006e+10	0.2598	1.169
5.02e+10	0.2592	1.166
5.033e+10	0.2573	1.16
5.046e+10	0.2572	1.159
5.06e+10	0.257	1.156
5.073e+10	0.2572	1.156
5.087e+10	0.2566	1.153
5.1e+10	0.2546	1.147
5.114e+10	0.2528	1.14
5.127e+10	0.253	1.14
5.141e+10	0.2529	1.139
5.154e+10	0.2523	1.137
5.168e+10	0.2513	1.133
5.181e+10	0.25	1.128
5.194e+10	0.2498	1.126
5.208e+10	0.2483	1.12
5.221e+10	0.248	1.117
5.234e+10	0.248	1.118
5.248e+10	0.2477	1.116
5.262e+10	0.2475	1.114
5.275e+10	0.2475	1.113
5.288e+10	0.2438	1.1
5.302e+10	0.2406	1.088
5.315e+10	0.2406	1.089
5.329e+10	0.2399	1.086
5.343e+10	0.2395	1.084
5.356e+10	0.2397	1.083
5.369e+10	0.2397	1.083
5.383e+10	0.2399	1.082
5.397e+10	0.2398	1.08
5.41e+10	0.2371	1.071
5.424e+10	0.2354	1.066
5.437e+10	0.2344	1.062
5.451e+10	0.2322	1.052
5.464e+10	0.232	1.051
5.478e+10	0.2317	1.05
5.491e+10	0.23	1.044
5.504e+10	0.229	1.041
5.518e+10	0.2289	1.04
5.531e+10	0.2274	1.035
5.545e+10	0.2247	1.027
5.558e+10	0.2241	1.025
5.572e+10	0.2215	1.017
5.585e+10	0.2207	1.014
5.599e+10	0.2206	1.013
5.612e+10	0.2201	1.011
5.625e+10	0.2154	0.9937
5.639e+10	0.2149	0.9914
5.652e+10	0.2142	0.9882
