1.3 0.1081 1.08 2   3.5676   1.40005 -9.09541   -48.0851
1.3 0.1081 1.07 2   3.5676   1.40005 -9.09541   -48.0745
1.3 0.1081 1.06 2   3.5676   1.40005 -9.09541   -48.0636
1.3 0.1081 1.05 2   3.5676   1.40005 -9.09541   -48.0524
1.3 0.1081 1.04 2   3.5676   1.40005 -9.09541   -48.0409
1.3 0.1081 1.03 2   3.5676   1.40005 -9.09541   -48.0292
1.3 0.1081 1.02 2   3.5676   1.40005 -9.09541   -48.0171
1.3 0.1081 1.01 2   3.5676   1.40005 -9.09541   -48.0047
1.3 0.1081 1 2   3.5676   1.40005 -9.09541   -47.992
1.3 0.1081 0.99 2   3.5676   1.40005 -9.09541   -47.979
1.3 0.1081 0.98 2   3.5676   1.40005 -9.09541   -47.9657
1.3 0.1081 0.97 2   3.5676   1.40005 -9.09541   -47.9522
1.3 0.1081 0.96 2   3.5676   1.40005 -9.09541   -47.9383
1.3 0.1081 0.95 2   3.5676   1.40005 -9.09541   -47.9241
1.3 0.1081 0.94 2   3.5676   1.40005 -9.09541   -47.9096
1.3 0.1081 0.93 2   3.5676   1.40005 -9.09541   -47.8948
1.3 0.1081 0.92 2   3.5676   1.40005 -9.09541   -47.8798
1.3 0.1081 0.91 2   3.5676   1.40005 -9.09541   -47.8644
1.3 0.1081 0.9 2   3.5676   1.40005 -9.09541   -47.8489
1.3 0.1081 0.89 2   3.5676   1.40005 -9.09541   -47.8331
1.3 0.1081 0.88 2   3.5676   1.40005 -9.09541   -47.817
1.3 0.1081 0.87 2   3.5676   1.40005 -9.09541   -47.8008
1.3 0.1081 0.86 2   3.5676   1.40005 -9.09541   -47.7844
1.3 0.1081 0.85 2   3.5676   1.40005 -9.09541   -47.7679
1.3 0.1081 0.84 2   3.5676   1.40005 -9.09541   -47.7512
1.3 0.1081 0.83 2   3.5676   1.40005 -9.09541   -47.7344
1.3 0.1081 0.82 2   3.5676   1.40005 -9.09541   -47.7177
1.3 0.1081 0.81 2   3.5676   1.40005 -9.09541   -47.7009
1.3 0.1081 0.8 2   3.5676   1.40005 -9.09541   -47.6842
1.3 0.1081 0.79 2   3.5676   1.40005 -9.09541   -47.6676
1.3 0.1081 0.78 2   3.5676   1.40005 -9.09541   -47.6512
1.3 0.1081 0.77 2   3.5676   1.40005 -9.09541   -47.635
1.3 0.1081 0.76 2   3.5676   1.40005 -9.09541   -47.6192
1.3 0.1081 0.75 2   3.5676   1.40005 -9.09541   -47.6038
1.3 0.1081 0.74 2   3.5676   1.40005 -9.09541   -47.5889
1.3 0.1081 0.73 2   3.5676   1.40005 -9.09541   -47.5746
1.3 0.1081 0.72 2   3.5676   1.40005 -9.09541   -47.5611
1.3 0.1081 0.71 2   3.5676   1.40005 -9.09541   -47.5484
1.3 0.1081 0.7 2   3.5676   1.40005 -9.09541   -47.5366
1.3 0.1081 0.69 2   3.5676   1.40005 -9.09541   -47.526
1.3 0.1081 0.68 2   3.5676   1.40005 -9.09541   -47.5166
1.3 0.1081 0.67 2   3.5676   1.40005 -9.09541   -47.5086
1.3 0.1081 0.66 2   3.5676   1.40005 -9.09541   -47.5022
1.3 0.1081 0.65 2   3.5676   1.40005 -9.09541   -47.4975
1.3 0.1081 0.64 2   3.5676   1.40005 -9.09541   -47.4946
1.3 0.1081 0.63 2   3.5676   1.40005 -9.09541   -47.4938
1.3 0.1081 0.62 2   3.5676   1.40005 -9.09541   -47.4953
1.3 0.1081 0.61 2   3.5676   1.40005 -9.09541   -47.4991
1.3 0.1081 0.6 2   3.5676   1.40005 -9.09541   -47.5054
1.3 0.1081 0.59 2   3.5676   1.40005 -9.09541   -47.5144
1.3 0.1081 0.58 2   3.5676   1.40005 -9.09541   -47.5263
1.3 0.1081 0.57 2   3.5676   1.40005 -9.09541   -47.5411
1.3 0.1081 0.56 2   3.5676   1.40005 -9.09541   -47.5589
1.3 0.1081 0.55 2   3.5676   1.40005 -9.09541   -47.5798
1.3 0.1081 0.54 2   3.5676   1.40005 -9.09541   -47.6039
1.3 0.1081 0.53 2   3.5676   1.40005 -9.09541   -47.6311
1.3 0.1081 0.52 2   3.5676   1.40005 -9.09541   -47.6614
1.3 0.1081 0.51 2   3.5676   1.40005 -9.09541   -47.6948
1.3 0.1081 0.5 2   3.5676   1.40005 -9.09541   -47.7309
1.3 0.1081 0.49 2   3.5676   1.40005 -9.09541   -47.7697
1.3 0.1081 0.48 2   3.5676   1.40005 -9.09541   -47.8109
1.3 0.1081 0.47 2   3.5676   1.40005 -9.09541   -47.8541
1.3 0.1081 0.46 2   3.5676   1.40005 -9.09541   -47.899
1.3 0.1081 0.45 2   3.5676   1.40005 -9.09541   -47.9451
1.3 0.1081 0.44 2   3.5676   1.40005 -9.09541   -47.9919
1.3 0.1081 0.43 2   3.5676   1.40005 -9.09541   -48.0389
1.3 0.1081 0.42 2   3.5676   1.40005 -9.09541   -48.0854
1.3 0.1081 0.41 2   3.5676   1.40005 -9.09541   -48.1309
1.3 0.1081 0.4 2   3.5676   1.40005 -9.09541   -48.1747
1.3 0.1081 0.39 2   3.5676   1.40005 -9.09541   -48.2161
1.3 0.1081 0.38 2   3.5676   1.40005 -9.09541   -48.2544
1.3 0.1081 0.37 2   3.5676   1.40005 -9.09541   -48.2889
1.3 0.1081 0.36 2   3.5676   1.40005 -9.09541   -48.3188
1.3 0.1081 0.35 2   3.5676   1.40005 -9.09541   -48.3432
1.3 0.1081 0.34 2   3.5676   1.40005 -9.09541   -48.3612
1.3 0.1081 0.33 2   3.5676   1.40005 -9.09541   -48.3715
1.3 0.1081 0.32 2   3.5676   1.40005 -9.09541   -48.3728
1.3 0.1081 0.31 2   3.5676   1.40005 -9.09541   -48.363
1.3 0.1081 0.3 2   3.5676   1.40005 -9.09541   -48.3398
1.3 0.1081 0.29 2   3.5676   1.40005 -9.09541   -48.2997
1.3 0.1081 0.28 2   3.5676   1.40005 -9.09541   -48.2383
1.3 0.1081 0.27 2   3.5676   1.40005 -9.09541   -48.15
1.3 0.1081 0.26 2   3.5676   1.40005 -9.09541   -48.0274
1.3 0.1081 0.25 2   3.5676   1.40005 -9.09541   -47.8613
1.3 0.1081 0.24 2   3.5676   1.40005 -9.09541   -47.6404
1.3 0.1081 0.23 2   3.5676   1.40005 -9.09541   -47.3511
1.3 0.1081 0.22 2   3.5676   1.40005 -9.09541   -46.9778
1.3 0.1081 0.21 2   3.5676   1.40005 -9.09541   -46.5029
1.3 0.1081 0.2 2   3.5676   1.40005 -9.09541   -45.9077
1.3 0.1081 0.19 2   3.5676   1.40005 -9.09541   -45.1729
1.3 0.1081 0.18 2   3.5676   1.40005 -9.09541   -44.2797
1.3 0.1081 0.17 2   3.5676   1.40005 -9.09541   -43.2107
1.3 0.1081 0.16 2   3.5676   1.40005 -9.09541   -41.9504
1.3 0.1081 0.15 2   3.5676   1.40005 -9.09541   -40.4835
1.3 0.1081 0.14 2   3.5676   1.40005 -9.09541   -38.793
1.3 0.1081 0.13 2   3.5676   1.40005 -9.09541   -36.8549
1.3 0.1081 0.12 2   3.5676   1.40005 -9.09541   -34.6324
1.3 0.1081 0.11 2   3.5676   1.40005 -9.09541   -32.0687
1.3 0.1081 0.1 2   3.5676   1.40005 -9.09541   -29.0811
