# s	g2	z	x
12.9444	nan	6.81	0
13.0444	nan	6.91	0
13.1444	nan	7.01	0
13.2444	nan	7.11	0
13.3444	nan	7.21	0
13.4444	nan	7.31	0
13.5444	nan	7.41	0
13.6444	nan	7.51	0
13.7444	nan	7.61	0
13.8444	nan	7.71	0
13.9444	nan	7.81	0
14.0444	nan	7.91	0
14.1444	nan	8.01	0
14.2444	nan	8.11	0
14.3444	nan	8.21	0
14.4444	nan	8.31	0
14.5444	nan	8.41	0
14.6444	nan	8.51	0
14.7444	nan	8.61	0
14.8444	nan	8.71	0
14.9444	nan	8.81	0
15.0444	nan	8.91	0
15.1444	nan	9.01	0
15.2444	nan	9.11	0
15.3444	nan	9.21	0
15.4444	nan	9.31	0
15.5444	nan	9.41	0
15.6444	nan	9.51	0
15.7444	nan	9.61	0
15.8444	nan	9.71	0
15.9444	nan	9.81	0
16.0444	nan	9.91	0
16.1444	nan	10.01	0
16.2444	nan	10.11	0
16.3444	nan	10.21	0
16.4444	nan	10.31	0
16.5444	nan	10.41	0
16.6444	nan	10.51	0
16.7444	nan	10.61	0
16.8444	nan	10.71	0
16.9444	nan	10.81	0
17.0444	nan	10.91	0
17.1444	nan	11.01	0
17.2444	nan	11.11	0
17.3444	nan	11.21	0
17.4444	nan	11.31	0
17.5444	nan	11.41	0
17.6444	nan	11.51	0
17.7444	nan	11.61	0
17.8444	nan	11.71	0
17.9444	nan	11.81	0
18.0444	nan	11.91	0
18.1444	nan	12.01	0
18.2444	nan	12.11	0
18.3444	nan	12.21	0
18.4444	nan	12.31	0
18.5444	nan	12.41	0
18.6444	nan	12.51	0
18.7444	nan	12.61	0
18.8444	nan	12.71	0
18.9444	nan	12.81	0
19.0444	nan	12.91	0
