# s	g2	z	x
9.57472	3.84376	4.42275	1.41775
9.60622	3.83715	4.44484	1.39531
9.63771	3.83001	4.46658	1.37252
9.66921	3.82237	4.48796	1.34939
9.7007	3.8143	4.50897	1.32593
9.7322	3.80585	4.52961	1.30214
9.76369	3.79707	4.54988	1.27804
9.79518	3.788	4.56976	1.25361
9.82668	3.77871	4.58926	1.22888
9.85817	3.76923	4.60837	1.20384
9.88967	3.75962	4.62708	1.17851
9.92116	3.74992	4.64539	1.15289
9.95266	3.74016	4.6633	1.12698
9.98415	3.73039	4.68079	1.10079
10.0156	3.72065	4.69788	1.07433
10.0471	3.71096	4.71454	1.04761
10.0786	3.70136	4.73079	1.02063
10.1101	3.69187	4.74661	0.993395
10.1416	3.68252	4.76199	0.965916
10.1731	3.67453	4.77695	0.938199
10.2046	3.66767	4.79147	0.910251
10.2361	3.66096	4.80555	0.882078
10.2676	3.65443	4.81918	0.853687
10.2991	3.64807	4.83236	0.825086
10.3306	3.6419	4.8451	0.796282
10.3621	3.63593	4.85738	0.76728
10.3936	3.63016	4.8692	0.73809
10.4251	3.62461	4.88057	0.708717
10.4566	3.61927	4.89147	0.67917
10.4881	3.61415	4.9019	0.649454
10.5196	3.60926	4.91187	0.619579
10.5511	3.60459	4.92136	0.589551
10.5825	3.60016	4.93039	0.559377
10.614	3.59597	4.93894	0.529065
10.6455	3.592	4.94701	0.498623
10.677	3.58828	4.9546	0.468058
10.7085	3.58479	4.96171	0.437377
10.74	3.58155	4.96834	0.406589
10.7715	3.57854	4.97449	0.3757
10.803	3.57578	4.98014	0.344718
10.8345	3.57325	4.98532	0.313651
10.866	3.57096	4.99	0.282507
10.8975	3.56892	4.99419	0.251293
10.929	3.56711	4.99789	0.220017
10.9605	3.56551	5.0011	0.188687
10.992	3.56493	5.00382	0.15731
11.0235	3.56436	5.00604	0.125895
11.055	3.56394	5.00777	0.0944484
11.0865	3.56366	5.00901	0.0629786
11.118	3.56349	5.00975	0.0314932
11.1444	3.56344	5.01	0
11.2444	2.75502	5.11	0
11.3444	2.19104	5.21	0
11.4444	1.77142	5.31	0
11.5444	1.46401	5.41	0
11.6444	1.23238	5.51	0
11.7444	1.0503	5.61	0
11.8444	0.930383	5.71	0
11.9444	0.834867	5.81	0
12.0444	0.780488	5.91	0
12.1444	0.734767	6.01	0
12.2444	0.724273	6.11	0
12.3444	0.719544	6.21	0
12.4444	0.741083	6.31	0
12.5444	0.79007	6.41	0
12.6444	0.829347	6.51	0
12.7444	0.898609	6.61	0
12.8444	0.970374	6.71	0
12.9444	1.03825	6.81	0
13.0444	1.09699	6.91	0
13.1444	1.16418	7.01	0
13.2444	1.1922	7.11	0
13.3444	1.17293	7.21	0
13.4444	1.14359	7.31	0
13.5444	1.09911	7.41	0
13.6444	1.0512	7.51	0
13.7444	1.01084	7.61	0
13.8444	0.974741	7.71	0
13.9444	0.945543	7.81	0
14.0444	0.932369	7.91	0
14.1444	0.918316	8.01	0
14.2444	0.920842	8.11	0
14.3444	0.929774	8.21	0
14.4444	0.934024	8.31	0
14.5444	0.951624	8.41	0
14.6444	0.972444	8.51	0
14.7444	0.993222	8.61	0
14.8444	1.01501	8.71	0
14.9444	1.02552	8.81	0
15.0444	1.03814	8.91	0
15.1444	1.04234	9.01	0
15.2444	1.04177	9.11	0
15.3444	1.03784	9.21	0
15.4444	1.02832	9.31	0
15.5444	1.01844	9.41	0
15.6444	1.00976	9.51	0
15.7444	0.997185	9.61	0
15.8444	0.988161	9.71	0
15.9444	0.981456	9.81	0
16.0444	0.975209	9.91	0
16.1444	0.974156	10.01	0
16.2444	0.978878	10.11	0
16.3444	0.979999	10.21	0
16.4444	0.987521	10.31	0
16.5444	0.992529	10.41	0
16.6444	1.00008	10.51	0
16.7444	1.00431	10.61	0
16.8444	1.00725	10.71	0
16.9444	1.0095	10.81	0
17.0444	1.01417	10.91	0
17.1444	1.01325	11.01	0
17.2444	1.01315	11.11	0
17.3444	1.00877	11.21	0
17.4444	1.00475	11.31	0
17.5444	1.00374	11.41	0
17.6444	0.996932	11.51	0
17.7444	0.995676	11.61	0
17.8444	0.99213	11.71	0
17.9444	0.991751	11.81	0
18.0444	0.99454	11.91	0
18.1444	0.993214	12.01	0
18.2444	0.994609	12.11	0
18.3444	0.993116	12.21	0
18.4444	0.998176	12.31	0
18.5444	0.996251	12.41	0
18.6444	0.99988	12.51	0
18.7444	1.00003	12.61	0
18.8444	1.00343	12.71	0
18.9444	1.0036	12.81	0
19.0444	1.00324	12.91	0
