# s	g2	z	x
10.1416	2.5067	4.76199	0.965916
10.1731	2.50381	4.77695	0.938199
10.2046	2.50091	4.79147	0.910251
10.2361	2.49801	4.80555	0.882078
10.2676	2.49511	4.81918	0.853687
10.2991	2.49223	4.83236	0.825086
10.3306	2.48937	4.8451	0.796282
10.3621	2.48656	4.85738	0.76728
10.3936	2.48379	4.8692	0.73809
10.4251	2.48107	4.88057	0.708717
10.4566	2.47842	4.89147	0.67917
10.4881	2.47583	4.9019	0.649454
10.5196	2.47333	4.91187	0.619579
10.5511	2.4709	4.92136	0.589551
10.5825	2.46857	4.93039	0.559377
10.614	2.46633	4.93894	0.529065
10.6455	2.46443	4.94701	0.498623
10.677	2.46285	4.9546	0.468058
10.7085	2.46137	4.96171	0.437377
10.74	2.45997	4.96834	0.406589
10.7715	2.45866	4.97449	0.3757
10.803	2.45745	4.98014	0.344718
10.8345	2.45634	4.98532	0.313651
10.866	2.45533	4.99	0.282507
10.8975	2.45442	4.99419	0.251293
10.929	2.45361	4.99789	0.220017
10.9605	2.4528	5.0011	0.188687
10.992	2.45222	5.00382	0.15731
11.0235	2.45168	5.00604	0.125895
11.055	2.45127	5.00777	0.0944484
11.0865	2.45099	5.00901	0.0629786
11.118	2.45081	5.00975	0.0314932
11.1444	2.45076	5.01	0
11.2444	2.10248	5.11	0
11.3444	1.84852	5.21	0
11.4444	1.64271	5.31	0
11.5444	1.47017	5.41	0
11.6444	1.33175	5.51	0
11.7444	1.21043	5.61	0
11.8444	1.10647	5.71	0
11.9444	1.03107	5.81	0
12.0444	0.967982	5.91	0
12.1444	0.925742	6.01	0
12.2444	0.890841	6.11	0
12.3444	0.870907	6.21	0
12.4444	0.854825	6.31	0
12.5444	0.854292	6.41	0
12.6444	0.858493	6.51	0
12.7444	0.877149	6.61	0
12.8444	0.906607	6.71	0
12.9444	0.938836	6.81	0
13.0444	0.978023	6.91	0
13.1444	1.01905	7.01	0
13.2444	1.05107	7.11	0
13.3444	1.06202	7.21	0
13.4444	1.06602	7.31	0
13.5444	1.06027	7.41	0
13.6444	1.05522	7.51	0
13.7444	1.04223	7.61	0
13.8444	1.03087	7.71	0
13.9444	1.01545	7.81	0
14.0444	1.00567	7.91	0
14.1444	0.999373	8.01	0
14.2444	0.987829	8.11	0
14.3444	0.976979	8.21	0
14.4444	0.977516	8.31	0
14.5444	0.977435	8.41	0
14.6444	0.981097	8.51	0
14.7444	0.979232	8.61	0
14.8444	0.984549	8.71	0
14.9444	0.990878	8.81	0
15.0444	0.993894	8.91	0
15.1444	0.998882	9.01	0
15.2444	1.00338	9.11	0
15.3444	1.01053	9.21	0
15.4444	1.01341	9.31	0
15.5444	1.00946	9.41	0
15.6444	1.00851	9.51	0
15.7444	1.00696	9.61	0
15.8444	1.00468	9.71	0
15.9444	1.00541	9.81	0
16.0444	1.00031	9.91	0
16.1444	1.0006	10.01	0
16.2444	0.998751	10.11	0
16.3444	1.00093	10.21	0
16.4444	0.994729	10.31	0
16.5444	0.99676	10.41	0
16.6444	0.996769	10.51	0
16.7444	0.997578	10.61	0
16.8444	0.996302	10.71	0
16.9444	0.99874	10.81	0
17.0444	0.997652	10.91	0
17.1444	0.998884	11.01	0
17.2444	0.999399	11.11	0
17.3444	1.00077	11.21	0
17.4444	1.00075	11.31	0
17.5444	1.00077	11.41	0
17.6444	1.00231	11.51	0
17.7444	1.00199	11.61	0
17.8444	1.00211	11.71	0
17.9444	1.00184	11.81	0
18.0444	0.999749	11.91	0
18.1444	0.997763	12.01	0
18.2444	0.99997	12.11	0
18.3444	0.999853	12.21	0
18.4444	0.999736	12.31	0
18.5444	0.998428	12.41	0
18.6444	0.999552	12.51	0
18.7444	1.00027	12.61	0
18.8444	1.00056	12.71	0
18.9444	0.997563	12.81	0
19.0444	1.00154	12.91	0
