# energies_found, t, ehi, elo
118 26102 1185 1304
119 26110 1184 1304
120 26118 1183 1304
121 26121 1182 1304
122 26141 1181 1304
123 26144 1180 1304
124 26149 1179 1304
125 27194 1178 1304
126 27220 1177 1304
127 27221 1176 1304
128 27230 1175 1304
129 27261 1172 1304
130 27267 1172 1304
131 27269 1172 1304
132 27291 1171 1304
133 27319 1170 1304
134 27324 1169 1304
135 27329 1168 1304
136 29312 1167 1304
137 29326 1166 1304
138 29327 1165 1304
139 29344 1164 1304
140 29353 1163 1304
141 29461 1162 1304
142 29496 1160 1304
143 29501 1160 1304
144 29545 1159 1304
145 29566 1158 1304
146 29570 1157 1304
147 29645 1156 1304
148 29650 1155 1304
149 29678 1154 1304
150 30582 1153 1304
151 30586 1151 1304
152 30596 1151 1304
153 30785 1150 1304
154 33713 1149 1304
155 33722 1148 1304
156 33728 1147 1304
157 33730 1146 1304
158 33739 1145 1304
159 33744 1144 1304
160 33766 1142 1304
161 33773 1142 1304
162 34683 1141 1304
163 34690 1140 1304
164 34694 1139 1304
165 34724 1138 1304
166 34727 1137 1304
167 34731 1136 1304
168 34929 1135 1304
169 34932 1134 1304
170 34959 1133 1304
171 34964 1132 1304
172 34993 1130 1304
173 34994 1129 1304
174 35018 1129 1304
175 35895 1128 1304
176 35902 1127 1304
177 37033 1126 1304
178 37053 1125 1304
179 37065 1124 1304
180 37232 1123 1304
181 37237 1122 1304
182 37241 1121 1304
183 37243 1120 1304
184 37249 1119 1304
185 37325 1118 1304
186 37344 1117 1304
187 37346 1116 1304
188 37442 1115 1304
189 38277 1114 1304
190 38322 1112 1304
191 38323 1112 1304
192 38372 1111 1304
193 38375 1110 1304
194 38376 1109 1304
195 38792 1108 1304
196 38983 1107 1304
197 38997 1106 1304
198 39006 1105 1304
199 39046 1104 1304
200 39047 1102 1304
201 39054 1102 1304
202 40129 1101 1304
203 40131 1100 1304
204 54711 1099 1304
205 54726 1098 1304
206 55035 1097 1304
207 55761 1096 1304
208 55766 1095 1304
209 58308 1093 1304
210 58309 1093 1304
211 58314 1092 1304
212 58320 1091 1304
213 58324 1090 1304
214 58326 1089 1304
215 58515 1088 1304
216 58525 1087 1304
217 58550 1086 1304
218 58751 1085 1304
219 58757 1084 1304
220 64014 1083 1304
221 64187 1082 1304
222 64194 1081 1304
223 64201 1080 1304
224 64254 1079 1304
225 64255 1078 1304
226 64257 1077 1304
227 64302 1076 1304
228 65440 1074 1304
229 65446 1074 1304
230 65453 1073 1304
231 65455 1071 1304
232 65472 1070 1304
233 65476 1068 1304
234 65477 1068 1304
235 65496 1067 1304
236 65601 1067 1304
237 67489 1066 1304
238 67529 1064 1304
239 67530 1064 1304
240 67581 1063 1304
241 67582 1062 1304
242 67586 1061 1304
243 68801 1060 1304
244 68803 1059 1304
245 68806 1057 1304
246 68807 1056 1304
247 68809 1055 1304
248 68818 1054 1304
249 68832 1052 1304
250 68833 1051 1304
251 68839 1050 1304
252 68871 1049 1304
253 68882 1048 1304
254 68887 1046 1304
255 68897 1045 1304
256 68907 1044 1304
257 68909 1043 1304
258 68917 1042 1304
259 68918 1041 1304
260 68957 1040 1304
261 68973 1039 1304
262 69011 1038 1304
263 69015 1037 1304
264 69036 1036 1304
265 69038 1035 1304
266 69078 1034 1304
267 69081 1033 1304
268 69341 1033 1304
269 70971 1033 1304
270 72575 1033 1304
271 75380 1032 1304
272 75396 1031 1304
273 75407 1030 1304
274 75409 1028 1304
275 75427 1027 1304
276 75435 1027 1304
277 78077 1026 1304
278 78115 1025 1304
279 78222 1024 1304
280 78288 1023 1304
281 78289 1022 1304
282 78304 1021 1304
283 78355 1020 1304
284 83980 1019 1304
285 84143 1018 1304
286 84146 1016 1304
287 84153 1015 1304
288 84155 1015 1304
289 86304 1014 1304
290 86313 1013 1304
291 86426 1012 1304
292 86440 1011 1304
293 86446 1010 1304
294 88850 1009 1304
295 88854 1008 1304
296 88856 1007 1304
297 88859 1006 1304
298 88860 1005 1304
299 89599 1004 1304
300 89603 1003 1304
301 89604 1002 1304
302 89606 1001 1304
303 89608 1000 1304
304 89822 999 1304
305 89825 998 1304
306 89835 997 1304
307 89925 996 1304
308 89950 995 1304
309 90049 994 1304
310 90287 993 1304
311 90303 992 1304
312 221777 992 1304
313 224740 992 1304
314 312037 992 1305
315 313309 992 1306
316 313494 992 1307
317 313517 992 1308
318 313521 992 1309
319 314307 992 1310
320 314856 992 1311
321 314982 992 1312
322 314993 992 1313
323 315000 992 1314
324 315018 992 1315
325 315035 992 1316
326 315057 992 1317
327 318793 992 1318
328 318806 992 1319
329 318815 992 1320
330 318818 992 1321
331 321641 992 1322
332 376727 992 1323
333 377847 992 1324
334 377851 992 1325
335 378566 992 1326
336 378586 992 1327
337 378594 992 1328
338 378617 992 1329
339 381608 992 1330
340 381642 992 1331
341 382001 992 1332
342 382565 992 1333
343 382593 992 1334
344 382689 992 1335
345 382696 992 1336
346 382800 992 1337
347 388761 992 1338
348 388827 992 1339
349 388844 992 1340
350 388895 992 1341
351 388918 992 1342
352 391785 992 1343
353 391813 992 1344
354 393611 992 1345
355 393654 992 1346
356 393955 992 1347
357 394014 992 1348
358 394188 992 1349
359 394196 992 1350
360 394237 992 1351
361 394247 992 1352
362 394426 992 1353
363 396458 992 1354
364 396581 992 1355
365 396627 992 1356
366 396647 992 1357
367 396650 992 1358
368 396657 992 1359
369 396669 992 1360
370 396681 992 1361
371 428236 992 1362
372 428237 992 1363
373 428246 992 1364
374 428267 992 1365
375 428275 992 1366
376 429811 992 1367
377 429865 992 1368
378 429895 992 1369
379 429940 992 1370
380 429967 992 1371
381 430665 992 1372
382 430666 992 1373
383 430701 992 1374
384 430760 992 1375
385 430787 992 1376
386 430801 992 1377
387 430865 992 1378
388 433259 992 1379
389 434075 992 1380
390 434136 992 1381
391 434233 992 1382
392 434253 992 1383
393 434272 992 1384
394 434278 992 1385
395 434577 992 1386
396 436849 992 1387
397 436854 992 1388
398 446121 992 1389
399 446150 992 1390
400 446205 992 1391
401 446212 992 1392
402 448248 992 1393
403 448251 992 1394
404 449882 992 1395
405 454213 992 1396
406 456621 992 1397
407 456629 992 1398
408 461260 992 1399
409 461294 992 1400
410 461301 992 1401
411 461507 992 1402
412 473506 992 1403
413 473877 992 1404
414 474145 992 1405
415 474423 992 1406
416 474437 992 1407
417 474446 992 1408
418 474624 992 1409
419 478361 992 1410
420 2263702 991 1410
421 2263713 990 1410
422 2263719 989 1410
423 2263792 988 1410
424 2263795 987 1410
425 2263843 986 1410
426 2263915 985 1410
427 2263929 984 1410
428 2263983 982 1410
429 2263993 982 1410
430 2263998 980 1410
431 2263999 980 1410
432 2264103 979 1410
433 2264110 978 1410
434 2264114 977 1410
435 2264195 976 1410
436 2264542 975 1410
437 2264589 974 1410
438 2264602 973 1410
439 2264700 972 1410
440 2264703 971 1410
441 2264710 970 1410
442 2265703 969 1410
443 2266581 968 1410
444 2267351 967 1410
445 2267354 966 1410
446 2267409 965 1410
447 2271331 964 1410
448 2271345 963 1410
449 2271576 962 1410
450 2271601 961 1410
451 2271729 960 1410
452 2271791 959 1410
453 2271831 958 1410
454 2271874 957 1410
455 2272356 956 1410
456 2272364 955 1410
457 2272402 954 1410
458 2272403 953 1410
459 2272405 952 1410
460 2272411 951 1410
461 2272479 950 1410
462 2272489 949 1410
463 2272496 948 1410
464 2272500 947 1410
465 2272527 946 1410
466 2272533 945 1410
467 2280726 944 1410
468 2280727 943 1410
469 2280734 942 1410
470 2280745 941 1410
471 2280753 940 1410
472 2280759 939 1410
473 2280786 938 1410
474 2280795 937 1410
475 2280796 935 1410
476 2280798 934 1410
477 2280803 934 1410
478 2287834 933 1410
479 2288182 932 1410
480 2288185 931 1410
481 2288187 930 1410
482 2288193 929 1410
483 2288204 928 1410
484 2376694 927 1410
485 2388982 926 1410
486 2388985 925 1410
487 2388987 924 1410
488 2389028 923 1410
489 2389054 922 1410
490 2389056 921 1410
491 2389139 920 1410
492 2431499 919 1410
493 2431500 918 1410
494 2431556 917 1410
495 2431559 916 1410
496 2431561 915 1410
497 2431568 914 1410
498 2431731 912 1410
499 2431734 911 1410
500 2431753 910 1410
501 2431775 909 1410
502 2431797 909 1410
503 2455937 908 1410
504 2455951 907 1410
505 2455963 906 1410
506 2455980 905 1410
507 2455986 904 1410
508 2456017 903 1410
509 2456018 902 1410
510 2456053 901 1410
511 2456066 900 1410
512 2456082 899 1410
513 2456084 898 1410
514 2456218 897 1410
515 2456237 896 1410
516 2457632 895 1410
517 2457649 894 1410
518 2457650 893 1410
519 2457679 891 1410
520 2457685 890 1410
521 2457714 890 1410
522 2481636 889 1410
523 2481664 888 1410
524 2481671 887 1410
525 2481679 886 1410
526 2481687 885 1410
527 2481706 884 1410
528 2492807 883 1410
529 2493652 882 1410
530 2493653 881 1410
531 2493655 880 1410
532 2493676 879 1410
533 2493678 878 1410
534 2493680 877 1410
535 2493682 876 1410
536 2493795 874 1410
537 2493796 873 1410
538 2493797 872 1410
539 2493800 871 1410
540 2493842 871 1410
541 2588653 870 1410
542 2589448 869 1410
543 2589523 867 1410
544 2589524 866 1410
545 2589528 865 1410
546 2589546 864 1410
547 2589568 864 1410
548 2598252 863 1410
549 2598286 862 1410
550 2598288 861 1410
551 2598456 860 1410
552 2598471 859 1410
553 2598479 858 1410
554 2631816 857 1410
555 2638945 856 1410
556 2648791 855 1410
557 2648800 854 1410
558 2648822 853 1410
559 2648831 852 1410
560 2648832 851 1410
561 2648945 849 1410
562 2648955 848 1410
563 2648988 848 1410
564 2649107 847 1410
565 2649110 846 1410
566 4054934 845 1410
567 4055552 844 1410
568 4069439 843 1410
569 4069474 842 1410
570 4069476 841 1410
571 4069484 840 1410
572 4069486 839 1410
573 4069488 838 1410
574 4074054 837 1410
575 4074192 835 1410
576 4074199 835 1410
577 4074230 834 1410
578 4074238 833 1410
579 4074239 832 1410
580 4074241 831 1410
581 4103873 830 1410
582 4304480 829 1410
583 4304483 828 1410
584 4304487 826 1410
585 4304490 826 1410
586 4304522 825 1410
587 4304523 824 1410
588 4304544 823 1410
589 4304546 822 1410
590 4304559 821 1410
591 4304595 820 1410
592 4304625 819 1410
593 4304703 818 1410
594 5014729 818 1411
595 5014801 818 1412
596 5014850 818 1413
597 5014897 818 1414
598 5014907 818 1415
599 5015033 818 1416
600 5015621 818 1417
601 5015660 818 1418
602 5015686 818 1419
603 5015742 818 1420
604 5016648 818 1421
605 5018630 818 1422
606 5019018 818 1423
607 5019060 818 1424
608 5019073 818 1425
609 5019179 818 1426
610 5019204 818 1427
611 5020315 818 1428
612 5020332 818 1429
613 5020335 818 1430
614 5020336 818 1431
615 5021632 818 1432
616 5021853 818 1433
617 5021860 818 1434
618 5021866 818 1435
619 5021936 818 1436
620 5021941 818 1437
621 5021979 818 1438
622 5022119 818 1439
623 5237114 818 1440
624 5237128 818 1441
625 5237240 818 1442
626 5237245 818 1443
627 5237303 818 1444
628 5237316 818 1445
629 5237343 818 1446
630 5237344 818 1447
631 5237363 818 1448
632 5919533 817 1448
633 5919538 816 1448
634 6032794 815 1448
635 6032799 814 1448
636 8251655 813 1448
637 8251656 812 1448
638 8251659 811 1448
639 8251811 810 1448
640 8251814 809 1448
641 8251818 808 1448
642 8251845 807 1448
643 8251864 806 1448
644 8251882 805 1448
645 8384770 804 1448
646 8384775 803 1448
647 8384781 802 1448
648 8399366 801 1448
649 8399379 800 1448
650 8399382 799 1448
651 8399392 798 1448
652 8399395 797 1448
653 8399479 796 1448
654 8399521 795 1448
655 8399545 794 1448
656 8399561 793 1448
657 8399589 792 1448
658 8399683 791 1448
659 8399701 789 1448
660 8399708 789 1448
661 8399730 788 1448
662 8399738 787 1448
663 8399739 786 1448
664 8399774 785 1448
665 8399786 784 1448
666 8399791 783 1448
667 8399815 782 1448
668 8399829 781 1448
669 8399834 780 1448
670 8399864 778 1448
671 8399866 777 1448
672 8399868 777 1448
673 9440719 777 1449
674 9499803 777 1450
675 9499867 777 1451
676 9499868 777 1452
677 9501201 777 1453
678 10706405 777 1454
679 10706416 777 1455
680 10706436 777 1456
681 10706451 777 1457
682 10706662 777 1458
683 10706797 777 1459
684 10706810 777 1460
685 10708498 777 1461
686 10708534 777 1462
687 10708544 777 1463
688 10708550 777 1464
689 10708556 777 1465
690 10708575 777 1466
691 10708598 777 1467
692 10854632 777 1468
693 10854671 777 1469
694 10855238 777 1470
695 10855243 777 1471
696 10855267 777 1472
697 10855277 777 1473
698 10855293 777 1474
699 10855523 777 1475
700 10855545 777 1476
701 10856856 777 1477
702 10856968 777 1478
703 10857013 777 1479
704 10857037 777 1480
705 10857039 777 1481
706 10857043 777 1482
707 10857928 777 1483
708 10861596 777 1484
709 10861629 777 1485
710 10861684 777 1486
711 10861700 777 1487
712 12382562 776 1487
713 12382678 775 1487
714 12382684 773 1487
715 12382686 773 1487
716 12382723 772 1487
717 12382744 771 1487
718 12382747 769 1487
719 12382755 769 1487
720 12486937 768 1487
721 12486956 767 1487
722 14068397 766 1487
723 14068671 765 1487
724 14068725 764 1487
725 14078674 763 1487
726 14078693 762 1487
727 14563829 761 1487
728 14563830 760 1487
729 14563840 759 1487
730 14565993 758 1487
731 14565995 757 1487
732 14566035 756 1487
733 14794648 755 1487
734 14794663 754 1487
735 16309653 754 1488
736 16309699 754 1489
737 16309700 754 1490
738 16309819 754 1491
739 16309822 754 1492
740 16309842 754 1493
741 16310095 754 1494
742 16310341 754 1495
743 16369276 754 1496
744 16369449 754 1497
745 16891017 754 1498
746 18374095 753 1498
747 18376912 752 1498
748 18376915 751 1498
749 18376934 750 1498
750 18376935 749 1498
751 18377161 748 1498
752 19872269 747 1498
753 21215554 747 1499
754 21215557 747 1500
755 21215943 747 1501
756 21215948 747 1502
757 21217255 747 1503
758 22033902 747 1504
759 22033916 747 1505
760 22034107 747 1506
761 22034603 747 1507
762 22034628 747 1508
763 22034737 747 1509
764 22034843 747 1510
765 22034855 747 1511
766 22034860 747 1512
767 22034957 747 1513
768 22035010 747 1514
769 22035038 747 1515
770 26560904 747 1516
771 26560925 747 1517
772 26560994 747 1518
773 26561034 747 1519
774 26561045 747 1520
775 26561126 747 1521
776 26561383 747 1522
777 26561403 747 1523
778 30074143 747 1524
779 30074148 747 1526
780 30074162 747 1527
781 30074213 747 1527
782 36666419 747 1528
783 36766583 747 1529
784 36766632 747 1530
785 36766657 747 1531
786 36766662 747 1532
787 36766953 747 1533
788 36767162 747 1534
789 36767228 747 1535
790 36767274 747 1536
791 36767289 747 1537
792 38335825 745 1537
793 38335826 744 1537
794 38335833 744 1537
795 43799594 744 1538
796 43799612 744 1539
797 43799623 744 1540
798 43799625 744 1541
799 43799628 744 1542
800 43799705 744 1543
801 43799745 744 1544
802 43799820 744 1545
803 43799856 744 1546
804 43800143 744 1547
805 43800150 744 1548
806 43800315 744 1549
807 43800321 744 1550
808 43814102 744 1551
809 43814149 744 1552
810 43815868 744 1554
811 43815869 744 1554
812 45060139 744 1555
813 45060142 744 1556
814 45170069 744 1557
815 45170109 744 1558
816 45170144 744 1559
817 45170170 744 1560
818 45170217 744 1561
819 45170315 744 1562
820 45284978 744 1563
821 45285015 744 1564
822 45315570 744 1565
823 45315671 744 1566
824 45315743 744 1567
825 45315749 744 1568
826 45315753 744 1569
827 45315827 744 1570
828 45315833 744 1571
829 45315851 744 1572
830 45315857 744 1573
831 45315906 744 1574
832 45315919 744 1575
833 45315931 744 1576
834 45315964 744 1577
835 45315972 744 1578
836 45315984 744 1579
837 45316010 744 1580
838 45316101 744 1581
839 45316232 744 1582
840 50254922 744 1583
841 50255555 744 1584
842 50255762 744 1585
843 50255783 744 1587
844 50255815 744 1587
845 50256444 744 1588
846 50256461 744 1589
847 50257052 744 1590
848 50257088 744 1591
849 50257095 744 1592
850 50311432 744 1593
851 50314595 744 1594
852 50314606 744 1595
853 50314609 744 1596
854 50316345 744 1597
855 50316364 744 1598
856 50316619 744 1599
857 50316623 744 1600
858 50316671 744 1601
859 50739584 744 1602
860 50741669 744 1603
861 50742554 744 1604
862 50742615 744 1605
863 50742844 744 1606
864 50742862 744 1607
865 50742918 744 1608
866 50743047 744 1609
867 50743067 744 1610
868 50743141 744 1611
869 50743142 744 1612
870 50743147 744 1613
871 50744633 744 1614
872 50744648 744 1615
873 50744663 744 1616
874 50744678 744 1617
875 50744729 744 1618
876 50744836 744 1619
877 50744837 744 1620
878 50744933 744 1621
879 67992732 743 1621
880 67992738 742 1621
881 71143424 742 1622
882 71925540 742 1623
883 71926556 742 1624
884 71982266 742 1625
885 71982421 742 1626
886 71982424 742 1627
887 71982434 742 1628
888 71982503 742 1629
889 71982512 742 1630
890 72241005 742 1631
891 72241031 742 1632
892 72387200 742 1633
893 72387381 742 1634
894 72387404 742 1635
895 72431421 742 1636
896 72431454 742 1637
897 72431484 742 1638
898 72431517 742 1639
899 72431536 742 1640
900 72431599 742 1642
901 72431604 742 1643
902 72431622 742 1643
903 72431768 742 1644
904 72432430 742 1645
905 72470152 742 1646
906 72470237 742 1647
907 72470404 742 1648
908 72470465 742 1649
909 72470486 742 1650
910 72470490 742 1651
911 72470624 742 1653
912 72470758 742 1653
913 72511076 742 1654
914 72511102 742 1655
915 72511107 742 1656
916 72511126 742 1657
917 72511151 742 1658
918 83586184 742 1659
919 83586193 742 1660
920 83665769 742 1661
921 83665973 742 1662
922 83666024 742 1663
923 83666037 742 1664
924 85959169 742 1665
925 86580752 742 1666
926 86582344 742 1667
927 86582369 742 1668
928 86582406 742 1669
929 86582537 742 1670
930 86582683 742 1671
931 86582729 742 1672
932 86582732 742 1673
933 97230144 741 1673
934 97230171 740 1673
935 97230174 739 1673
936 97230232 738 1673
937 100880559 738 1674
938 100996448 738 1675
939 100997205 738 1676
940 100998564 738 1677
941 100999057 738 1678
942 100999116 738 1679
943 100999119 738 1680
944 100999156 738 1681
945 100999174 738 1682
946 100999557 738 1683
947 100999592 738 1684
948 100999620 738 1685
949 100999624 738 1686
950 100999627 738 1687
951 100999634 738 1688
952 100999638 738 1689
953 101000200 738 1690
954 101000283 738 1691
955 101000348 738 1692
956 101000372 738 1693
957 101000405 738 1694
958 101912208 738 1695
959 101912210 738 1696
960 101912216 738 1697
961 101912268 738 1698
962 101912400 738 1699
963 101912410 738 1700
964 101912437 738 1701
965 101912718 738 1702
966 101920845 738 1703
967 101920856 738 1704
968 101920933 738 1705
969 101920954 738 1706
970 101921031 738 1707
971 101921252 738 1708
972 102016148 738 1709
973 102016154 738 1710
974 102016948 738 1711
975 102024815 738 1712
976 102024824 738 1713
977 102024846 738 1714
978 102026529 738 1715
979 102026578 738 1716
980 102029020 738 1717
981 102029924 738 1718
982 102029936 738 1719
983 102030223 738 1720
984 106912839 738 1721
985 106912841 738 1722
986 106912942 738 1723
987 109317709 738 1724
988 109317765 738 1725
989 109317770 738 1726
990 109675661 738 1727
991 118762969 737 1727
992 118762981 736 1727
993 118763200 735 1727
994 118763230 734 1727
995 118763232 733 1727
996 125714695 733 1728
997 125715094 733 1729
998 125715104 733 1730
999 125715974 733 1731
1000 125744750 733 1732
1001 125746112 733 1733
1002 134640548 733 1734
1003 134641319 733 1735
1004 134641327 733 1736
1005 134641372 733 1737
1006 134641378 733 1738
1007 134641458 733 1739
1008 134641472 733 1740
1009 134641602 733 1741
1010 134841431 733 1742
1011 134853755 733 1743
1012 134853774 733 1744
1013 134853811 733 1745
1014 134853812 733 1746
1015 134884348 733 1747
1016 134884471 733 1748
1017 134884490 733 1749
1018 134884493 733 1750
1019 135600723 733 1751
1020 135627530 733 1752
1021 135627601 733 1753
1022 135627615 733 1754
1023 135627701 733 1755
1024 135627806 733 1756
1025 135627876 733 1757
1026 135627892 733 1758
1027 135627992 733 1759
1028 135628006 733 1760
1029 135628135 733 1761
1030 135628146 733 1762
1031 135804782 733 1763
1032 135805878 733 1764
1033 135805884 733 1765
1034 135805902 733 1766
1035 135806012 733 1767
1036 135806085 733 1768
1037 135806091 733 1769
1038 135846076 733 1770
1039 135846086 733 1771
1040 152746655 733 1772
1041 153420295 733 1773
1042 153420313 733 1774
1043 153438438 733 1775
1044 153438454 733 1776
1045 153439168 733 1777
1046 153439843 733 1778
1047 153439868 733 1779
1048 153439906 733 1780
1049 169884164 733 1781
1050 169884197 733 1782
1051 169886849 733 1783
1052 169886879 733 1784
1053 169886895 733 1785
1054 169886902 733 1786
1055 169932832 733 1787
1056 169932834 733 1788
1057 169932840 733 1789
1058 169982330 733 1790
1059 169982343 733 1791
1060 169982384 733 1792
1061 169982391 733 1793
1062 169982400 733 1794
1063 169985554 733 1795
1064 169985570 733 1796
1065 169985616 733 1797
1066 169985674 733 1798
1067 169985682 733 1799
1068 169985857 733 1800
1069 169985877 733 1801
1070 169985884 733 1802
1071 169985983 733 1803
1072 169985994 733 1804
1073 186762753 733 1805
1074 186762773 733 1806
1075 186762833 733 1807
1076 186762836 733 1808
1077 186762858 733 1809
1078 186762904 733 1810
1079 186764928 733 1811
1080 186765201 733 1812
1081 186765205 733 1813
1082 186765268 733 1814
1083 186877673 733 1815
1084 186898282 733 1816
1085 186898369 733 1817
1086 186898469 733 1818
1087 186898487 733 1819
1088 186898488 733 1821
1089 186898551 733 1822
1090 186898579 733 1822
1091 186898958 733 1823
1092 186899021 733 1824
1093 186899044 733 1825
1094 186899049 733 1826
1095 186899071 733 1827
1096 186899404 733 1828
1097 224517334 733 1829
1098 224531046 733 1830
1099 224531228 733 1831
1100 224552196 733 1832
1101 224552233 733 1833
1102 224552399 733 1834
1103 224552413 733 1835
1104 224552424 733 1836
1105 224898775 733 1837
1106 224901598 733 1838
1107 225707935 733 1839
1108 225707952 733 1840
1109 225707963 733 1841
1110 225707970 733 1842
1111 225707971 733 1843
1112 230833884 733 1844
1113 230833935 733 1845
1114 230833938 733 1847
1115 230833962 733 1848
1116 230833990 733 1849
1117 230834026 733 1850
1118 230834045 733 1851
1119 230834048 733 1852
1120 230834251 733 1852
1121 230846912 733 1853
1122 230846947 733 1854
1123 230846955 733 1855
1124 230846960 733 1856
1125 230846963 733 1857
1126 230846989 733 1858
1127 230967416 733 1859
1128 231688032 733 1860
1129 231688188 733 1861
1130 231700778 733 1862
1131 231700783 733 1863
1132 231701844 733 1864
1133 231701889 733 1865
1134 231701895 733 1866
1135 231702174 733 1867
1136 231702546 733 1868
1137 231702585 733 1869
1138 231703393 733 1870
1139 231703441 733 1871
1140 231703481 733 1872
1141 231703488 733 1873
1142 231703517 733 1874
1143 231817900 733 1876
1144 231817914 733 1876
1145 231818305 733 1877
1146 231818311 733 1878
1147 231818315 733 1879
1148 231818332 733 1880
1149 231818343 733 1881
1150 231833352 733 1882
1151 231983098 733 1883
1152 231983110 733 1884
1153 231983138 733 1885
1154 231983161 733 1886
1155 231983428 733 1887
1156 234437649 733 1888
1157 234651096 733 1889
1158 234651143 733 1890
1159 234651180 733 1891
1160 234651185 733 1892
1161 234654095 733 1893
1162 234654177 733 1894
1163 234654183 733 1895
1164 234654201 733 1896
1165 234654209 733 1897
1166 249513573 732 1897
1167 273792300 732 1898
1168 275733010 732 1899
1169 275950211 732 1900
1170 275950223 732 1901
1171 275950442 732 1902
1172 275950450 732 1903
1173 275950483 732 1904
1174 275950487 732 1905
1175 280259927 732 1906
1176 280264608 732 1907
1177 280264780 732 1908
1178 280264945 732 1909
1179 280264982 732 1910
1180 280271517 732 1911
1181 280271528 732 1912
1182 280271659 732 1913
1183 280271671 732 1914
1184 280271796 732 1915
1185 280271821 732 1916
1186 280271830 732 1917
1187 280271961 732 1918
1188 280271973 732 1919
1189 280272004 732 1920
1190 280278442 732 1921
1191 280278447 732 1922
1192 280278495 732 1923
1193 280278886 732 1924
1194 280279414 732 1925
1195 280279534 732 1926
1196 280287524 732 1927
1197 280287638 732 1928
1198 280287710 732 1929
1199 280287712 732 1930
1200 280287896 732 1931
1201 280287912 732 1932
1202 280288090 732 1933
1203 280395703 732 1934
1204 280395720 732 1935
1205 280395724 732 1936
1206 280395742 732 1937
1207 280395747 732 1938
1208 280395787 732 1939
1209 280402397 732 1940
1210 280402663 732 1941
1211 280402673 732 1942
1212 280402706 732 1943
1213 280402741 732 1944
1214 280402759 732 1945
1215 280402789 732 1946
1216 280402842 732 1947
1217 280402945 732 1948
1218 281357379 732 1949
1219 281357383 732 1950
1220 281357419 732 1951
1221 281357484 732 1952
1222 281357763 732 1953
1223 284230779 732 1954
1224 284296664 732 1955
1225 284296921 732 1956
1226 284298276 732 1958
1227 284298278 732 1958
1228 284298429 732 1959
1229 284298572 732 1960
1230 284298906 732 1961
1231 284298930 732 1962
1232 284300033 732 1963
1233 284300045 732 1964
1234 284300058 732 1965
1235 284300159 732 1966
1236 284300166 732 1967
1237 284300170 732 1968
1238 284300172 732 1969
1239 284300190 732 1970
1240 284300203 732 1971
1241 284300709 732 1972
1242 284300736 732 1973
1243 284400202 732 1974
1244 284400379 732 1975
1245 284400386 732 1976
1246 284400392 732 1977
1247 284400406 732 1978
1248 284408268 732 1979
1249 284408557 732 1980
1250 284695867 732 1981
1251 284695868 732 1982
1252 284695869 732 1983
1253 284697868 732 1984
1254 284697872 732 1985
1255 284698278 732 1986
1256 284698288 732 1987
1257 284698289 732 1988
